230929-COI-COL-074-B1_S124_L001_R2_001	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	80.0	349.0	726.0	1017.0	1198.0	1285.0	1325.0	1612.0	2015.0	2259.0	2776.0	3157.0	3669.0	4092.0	4679.0	5382.0	5890.0	6623.0	7183.0	7879.0	8990.0	10360.0	10941.0	7208.0	1599.0	143.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-074-B2_S125_L001_R1_001	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	14.0	84.0	505.0	1015.0	1254.0	1100.0	1074.0	1043.0	1059.0	1175.0	1307.0	1487.0	1707.0	1968.0	2436.0	2926.0	3790.0	4903.0	6954.0	13193.0	28918.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-074-B2_S125_L001_R2_001	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	17.0	86.0	424.0	811.0	1263.0	1363.0	1335.0	1408.0	1463.0	1744.0	1969.0	2379.0	2661.0	2902.0	3182.0	3770.0	4263.0	4725.0	5075.0	5268.0	6056.0	6693.0	7739.0	7147.0	3518.0	626.0	110.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-074-B3_S126_L001_R1_001	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	13.0	26.0	90.0	455.0	975.0	1165.0	1067.0	942.0	977.0	974.0	1143.0	1279.0	1576.0	1931.0	2340.0	2915.0	3603.0	4527.0	6084.0	8846.0	16678.0	41112.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-074-B3_S126_L001_R2_001	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	11.0	96.0	437.0	879.0	1267.0	1458.0	1580.0	1810.0	2112.0	2562.0	2930.0	3468.0	3916.0	4356.0	4717.0	4893.0	5061.0	5257.0	5516.0	5867.0	6768.0	7785.0	8993.0	9505.0	5917.0	1444.0	242.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-074-S1_S121_L001_R1_001	188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	15.0	68.0	292.0	643.0	677.0	651.0	622.0	677.0	692.0	753.0	924.0	1201.0	1460.0	1876.0	2372.0	2971.0	3779.0	5148.0	7622.0	14360.0	37485.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-074-S1_S121_L001_R2_001	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	57.0	240.0	516.0	735.0	973.0	930.0	983.0	1204.0	1357.0	1697.0	1937.0	2290.0	2537.0	2811.0	3298.0	3952.0	4467.0	4997.0	5660.0	6432.0	7503.0	9051.0	10111.0	8065.0	2299.0	330.0
