Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>100	>500	>1k	>10k+	>5k	>50
230929-MiFishU-COL-084-S1_S89_L001_R2_001										11.147293508734094	12.844511537632089	5.035583351304722	9.719646323053698	0.0	15.009704550355835	5.766659478110848
230929-MiFishU-COL-084-S2_S90_L001_R1_001										3.581546472606211	4.5952420331531805	3.788553776549487	8.294163781191145	65.14274434064438	3.7634781495254304	1.8886748864927736
230929-MiFishU-COL-084-S2_S90_L001_R2_001										7.877481553408418	10.031851381560344	6.749611861305106	10.005175182598581	28.17059962760026	3.9374069667561207	4.137478458969338
230929-MiFishU-COL-084-S3_S91_L001_R1_001										4.3027504744639264	5.533051959701253	3.5539944669480406	10.998121028430068	54.250346996006	7.936058314213145	2.5210322068945983
230929-MiFishU-COL-084-S3_S91_L001_R2_001										8.291080078180324	10.374944527849381	5.446184932347582	10.962241169305726	28.59719192892011	0.0	5.048673861522627
230929-MiFishU-COL-085-B1_S98_L001_R1_001										4.710197037250108	6.801380698978858	4.330504818064145	29.649072342873577	37.41262764274414	0.0	2.611822235006472
230929-MiFishU-COL-085-B1_S98_L001_R2_001										11.326046310944916	12.925355961455487	9.982741262764275	2.837624047173882	0.0	20.59830289083849	5.017977851287214
230929-MiFishU-COL-085-B2_S99_L001_R1_001										5.086553293595627	7.651730113690465	3.128868237131268	23.530307935480185	32.03900135209766	10.167393498505076	2.652777513282931
230929-MiFishU-COL-085-B2_S99_L001_R2_001										11.991773152291902	13.966597474814801	7.9088191045685665	18.81510540648626	0.0	0.0	4.40479137704481
230929-MiFishU-COL-085-B3_S100_L001_R1_001										4.850037180864248	5.973725522597703	7.277534495579609	29.903329752953812	34.270841940014876	0.0	2.232504337767496
230929-MiFishU-COL-085-B3_S100_L001_R2_001										11.071635131785508	15.148310336280261	7.9054779806659505	2.683632157316368	0.0	18.734198132694374	4.927703875072296
230929-MiFishU-COL-085-S1_S95_L001_R1_001										4.5772971502414475	2.8066834432882177	5.123670906164275	5.439932893513796	46.67188102201365	23.19254573896484	1.5813099367476027
230929-MiFishU-COL-085-S1_S95_L001_R2_001										8.74538076129588	16.44675689768528	4.412931601260514	8.859869867827427	24.748917454487746	0.0	3.6375796322745924
230929-MiFishU-COL-085-S2_S96_L001_R1_001										7.548976285167182	6.171748416556193	4.6987774340845485	46.995139195757844	0.0	0.0	3.675062601266755
230929-MiFishU-COL-085-S2_S96_L001_R2_001										14.91383119752541	13.021063485049345	6.120194432169686	8.300191486227721	0.0	0.0	5.52364118426867
230929-MiFishU-COL-085-S3_S97_L001_R1_001										4.271953092279771	10.114477174368282	4.404579086974731	19.5588440597515	42.890548652799104	0.0	1.7869607706268325
230929-MiFishU-COL-085-S3_S97_L001_R2_001										10.973055982130392	16.623621387686725	3.3156498673740056	23.502722323049003	0.0	0.0	5.2142956861650145
230929-MiFishU-COL-FN-3-17_S36_L001_R1_001										5.927463327118584	4.7877018327646255	1.7325078270658176	5.489499419565905	68.4542864178422	0.0	2.3111830302177507
230929-MiFishU-COL-FN-3-17_S36_L001_R2_001										8.702993632813874	7.710978998839131	5.274914693777043	6.580011960460126	19.14728954866852	15.629507158687165	3.341893270482288
230929-MiFishU-COL-FN-3-19_S37_L001_R1_001										5.59370123421762	6.728613987799688	0.8909065115619237	1.7889062278337353	72.64860263867216	0.0	1.9931905234785077
230929-MiFishU-COL-FN-3-19_S37_L001_R2_001										8.528869343169244	7.718825365300043	5.427720244006242	6.686054759540361	34.74109802808909	0.0	3.2160590154631867
230929-MiFishU-COL-FN-3-20_S38_L001_R1_001										2.707851408354878	11.430126547829635	16.995509593141925	40.12790855898762	0.0	0.0	2.068308613416791
230929-MiFishU-COL-FN-3-20_S38_L001_R2_001										7.538440604163831	17.308477343856307	0.0	25.350387807865015	0.0	0.0	5.361273642672472
230929-MiFishU-COL-FN-3-22_S64_L001_R1_001										4.8143741719168265	5.51604791390639	0.7476408079387826	0.0	77.50182516291268	0.0	1.4844658356542195
230929-MiFishU-COL-FN-3-22_S64_L001_R2_001										7.521023172809128	6.628721304383095	4.549387556444853	11.46743098180245	14.432306735527135	20.155206446205014	3.8139145012573343
230929-MiFishU-COL-FN-3-23_S65_L001_R1_001										4.215249120669122	4.550364195308389	0.0	8.352950951339075	70.87822305924058	0.0	1.9331431578364306
230929-MiFishU-COL-FN-3-23_S65_L001_R2_001										7.11080953831667	6.292408674218295	7.355914365635472	8.924862215082948	36.72833522585648	0.0	2.6975378735425264
230929-MiFishU-COL-FN-3-24_S66_L001_R1_001										6.3897763578274756	3.398199244844612	0.0	62.18414173685739	0.0	0.0	4.356665698518734
230929-MiFishU-COL-FN-3-24_S66_L001_R2_001										7.115887307580598	4.240487946558234	32.29741504501888	0.0	0.0	0.0	4.1823990705779845
230929-MiFishU-COL-FN-3-25_S101_L001_R1_001										5.673651942308658	2.5729936177697375	0.0	11.548319011005578	56.178702447359164	0.0	2.321724709784411
230929-MiFishU-COL-FN-3-25_S101_L001_R2_001										7.703904718830092	5.377154630885974	9.894969596462133	27.805417357656165	0.0	0.0	3.0554299211015628
230929-MiFishU-COL-FN-3-26_S102_L001_R1_001										4.694450147129269	10.593307329090536	0.0	0.0	0.0	60.719906932183676	1.8202969958256348
230929-MiFishU-COL-FN-3-26_S102_L001_R2_001										8.293984808047629	10.819133648121536	3.9895983028809963	29.67220967631561	0.0	0.0	2.2924792992540888
230929-MiFishU-COL-FN-3-27_S103_L001_R1_001										6.870479947403024	10.897435897435898	0.0	45.627876397107165	0.0	0.0	3.8461538461538463
230929-MiFishU-COL-FN-3-27_S103_L001_R2_001										9.122287968441814	13.050624589086127	19.789612097304403	0.0	0.0	0.0	3.451676528599606
230929-MiFishU-COL-FN-3-28_S68_L001_R1_001										6.666666666666667	16.91197691197691	0.0	56.8975468975469	0.0	0.0	1.1111111111111112
230929-MiFishU-COL-FN-3-28_S68_L001_R2_001										5.555555555555555	8.643578643578644	0.0	37.113997113997115	0.0	0.0	7.2727272727272725
230929-MiFishU-EN-8-22-23_S67_L001_R1_001										3.2821745562130173	3.356139053254438	0.0	11.547707100591715	0.0	62.065458579881664	0.7673816568047337
230929-MiFishU-EN-8-22-23_S67_L001_R2_001										3.522559171597633	8.524408284023668	0.0	0.0	0.0	52.875369822485204	1.6919378698224852
230929-MiFishU-EN-8-23-23_S39_L001_R1_001										4.795139429817728	5.084904190683908	1.1559432933478735	24.231188658669573	22.036142701355352	18.7194267019785	1.9629225736095965
230929-MiFishU-EN-8-23-23_S39_L001_R2_001										5.426078828477956	5.608350210313133	6.790777379654152	14.467985667549463	29.2023679700888	0.0	2.191930207197383
230929-MiFishU-EN-9-1-23_S69_L001_R1_001										4.088858252913899	2.7071061536533403	3.6690061411204415	13.143877678907131	33.66649956134854	23.46158666499561	1.610477503446547
230929-MiFishU-EN-9-1-23_S69_L001_R2_001										4.812633162050382	5.326482015290137	1.7138739190374734	20.26883068053641	0.0	31.163053014162173	2.650708108785562
230929-MiFishU-NEG-PCR_S70_L001_R1_001										3.2385878333491505	4.40827560026573	5.80098699819683	6.2849957293347245	59.7489797855177	0.0	1.7818164562968586
230929-MiFishU-NEG-PCR_S70_L001_R2_001										5.122425737876056	8.930435607858024	0.0	0.0	52.83050204042896	0.0	1.976368985479738
230929-MiFishU-POS-PCR_S71_L001_R1_001										5.545977011494252	3.5229885057471266	0.0	0.0	72.93103448275862	0.0	2.9770114942528734
230929-MiFishU-POS-PCR_S71_L001_R2_001										8.086206896551724	7.505747126436782	5.5	39.18390804597701	0.0	0.0	2.4080459770114944
